developer,publisher,price,release_year
ZeroBit Games,Ocean Media LLC,4.99,2016
Aratog LLC,Tartezal Holdings Ltd.,13.99,2016
Evil Tortilla Games,Evil Tortilla Games,4.99,2015
7 Raven Studios,7 Raven Studios,4.99,2016
Endless Loop Studios,Endless Loop Studios,2.99,2016
Hello There AB,Hello There AB,7.99,2016
NoDev,NoPub,,2014
EnsenaSoft,EnsenaSoft,4.99,2016
Skobbejak Games,,4.99,2016
SkyBox Labs,SkyBox Labs,14.99,2016
"SmiteWorks USA, LLC",,34.99,2016
Dogenzaka Lab,Dogenzaka Lab,15.99,2016
Proximity Games,Proximity Games,1.99,2016
Simon Says: Play!,Simon Says: Play!,11.99,2016
Axis Games,Axis Games,9.99,2016
Cold Tea Studio,,Free,2016
"SmiteWorks USA, LLC",,6.99,2016
Cold Tea Studio,,19.99,2016
Herrero Games,Herrero Games,0.99,2016
Winch Gate Property Limited,Winch Gate Property Limited,Free,2016
"M2 Co.,LTD",Dogenzaka Lab,12.99,2016
Ageod,Slitherine Ltd.,39.99,2015
Panoramik Inc,Panoramik Inc,Free,2016
"Egidijus Bachur,Alexey Davydov",Flazm,9.99,2016
Slightly Mad Studios,"BANDAI NAMCO Entertainment, Slightly Mad Studios",3.99,2016
Imagitech,"Merge Games, Focus Multimedia",12.99,2016
Anthony KOZAK,exoa,2.99,2016
Sundae Factory,Sundae Factory,8.99,2016
Sanzaru Games Inc.,Disney Interactive,2.99,2016
"BadFly Interactive, a.s.","BadFly Interactive, a.s.",11.99,2016
Tactic Studios Inc.,Tactic Studios Inc.,79.99,2016
"Chocolate Homunculus,Tilt Studios",,3.99,2016
treeform,treeform,Free,2016
"Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",KISS ltd,39.99,2016
"Geoff ""Zag"" Keene",New Blood Interactive,14.99,2016
Sunight Games,Sunight Games,0.99,2016
Paradox Development Studio,Paradox Interactive,39.99,2016
Soul Catapult,New Reality Games,1.99,2016
Stegalosaurus Game Development,Stegalosaurus Game Development,3.99,2016
Parallaxian Pty Ltd,,19.99,2016
Matthias Magnussen,Matthias Magnussen,2.99,2016
Jae Lee,Digital Tribe,12.99,2016
CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,6.99,2016
SmashRiot LLC,SmashRiot LLC,14.99,2016
Red Dot Games,PlayWay S.A.,4.99,2016
ComiPo! LLP,,14.99,2016
ComiPo! LLP,,14.99,2016
Quick Click Games,Calenture Remedy Ltd,4.99,2015
Jean-Baptiste Simillon,Jean-Baptiste Simillon,6.99,2016
BatCat Games,BatCat Games,3.99,2016
BlackMark Studio,Akella,3.99,2016
Runestone Games Limited,Runestone Games Limited,9.99,2016
Aldorlea Games,Aldorlea Games,0.99,2016
"SmiteWorks USA, LLC",,6.99,2016
Berserk Games,,4.99,2016
Dualhaze,Dualhaze,6.99,2016
Sharpened Edge Studios,,1.99,2016
Sharpened Edge Studios,,0.99,2016
Stereo7 Games,Stereo7 Games,1.99,2016
Pinterac,Pinterac,Free,2016
Cyanide Studios,Focus Home Interactive,6.99,2016
S.C. 16 BIT NIGHTS S.R.L.,S.C. 16 BIT NIGHTS S.R.L.,1.99,2016
Freakinware Studios,Freakinware Studios,Free,2016
Chronicle Games,Chronicle Games,7.99,2016
CyberLink,"Koch Media , CyberLink",99.99,2016
Liber Primus Games,Liber Primus Games,,2016
Game Studio Abraham Stolk Inc.,Game Studio Abraham Stolk Inc.,7.99,2016
Maithonis Studios,Maithonis Studios,9.99,2016
Taranasus Studio,,2.99,2016
TFDi Design,Dovetail Games - Flight,12.99,2016
United Independent Entertainment GmbH,United Independent Entertainment GmbH,4.99,2016
Nikita Nefedov,Sometimes You,2.99,2016
United Independent Entertainment GmbH,United Independent Entertainment GmbH,4.99,2016
REX,Dovetail Games,9.99,2016
Tactic Studios Inc.,Tactic Studios Inc.,49.99,2016
SCS Software,SCS Software,0.99,2016
"4EdgesGames,Visumeca",Plug In Digital,4.99,2016
SCS Software,SCS Software,0.99,2016
Ravegan,Ravegan,,2016
Leadwerks Software,,9.99,2016
Four Winged Studio,Four Winged Studio,0.99,2016
Harotobira,Sometimes You,5.99,2016
Wish Fang,Wish Fang,9.99,2016
Toffee Games,Not Doppler,4.99,2016
Milestone S.r.l.,Milestone S.r.l.,6.99,2016
Bad Seed,Bad Seed,5.99,2016
"Gustav ""Goffa"" Söderström",GoffaGames,2.99,2016
Nomad Games,Nomad Games,3.99,2016
Talecore Studios,Talecore Studios,4.99,2016
Michael Howard,CloudTheWolf Games,4.99,2016
Halisson,OtakuMaker.com,0.99,2016
Dan_D,Dan_D,4.99,2016
Daniel Riley,Daniel Riley,0.99,2016
Space Wedgie,Space Wedgie,1.99,2016
Red Mount Media,Red Mount Media,4.99,2016
Space Wedgie,,0.99,2016
Trion Worlds,Trion Worlds,6.99,2016
EnsenaSoft,EnsenaSoft,4.99,2016
Neuron Games,"© 2016 Alternative Software Ltd., © 2016 IGS Publishing",2.99,2016
Sylvain Harlaut,Sylvain Harlaut,9.99,2016
Raptor Claw Games,501 Industries,9.99,2016
"CAVE Interactive CO.,LTD.",Degica,4.99,2016
"CAVE Interactive CO.,LTD.",Degica,4.99,2016
Bouchard Industries,Bouchard Industries,0.99,2016
Ed Farage,Edd Coast,3.99,2016
Nozon,,Free,2016
Ze_PilOt,,Free,2016
"Sergey Marchenko,Vyacheslav Ozolnieks",Sergey Marchenko,1.99,2016
Aratog LLC,Tartezal Holdings Ltd.,34.99,2016
Ze_PilOt,,Free,2016
Hex Entertainment,Hex Entertainment,14.99,2016
Minddesk Software GmbH,Minddesk Software GmbH,19.99,2016
VR Designs,Slitherine Ltd.,49.99,2015
EDEVOX,EDEVOX,1.99,2016
314 Arts,314 Arts,8.99,2016
EJRGames,EJRGames,9.99,2016
Gentle Ghouls,Gentle Ghouls,11.99,2016
Tall Story Studios,New Reality Games,1.99,2016
Fastermind Games,Sekai Project,5.99,2016
Static Dreams,IQ Publishing,,2016
3DDUO,"Fun4Family, Plug In Digital",3.99,2016
André Bertaglia,André Bertaglia,0.99,2016
Coronado Games,Iceberg Interactive,19.99,2016
Bossa Studios,Bossa Studios,Free,2016
Rainbow Goats Studio,Rainbow Goats Studio,Free,2016
Heluo Studio,Fenghuang Game,16.99,2016
Rionix,Buka Entertainment,4.99,2016
10tons Ltd,10tons Ltd,14.99,2016
10tons Ltd,,4.99,2016
Volumetric Games,Volumetric Games,6.99,2016
Ellada Games,Ellada Games,19.99,2016
Mad Head Games,Big Fish Games,9.99,2016
Anino Games,Big Fish Games,6.99,2016
LigaGamesStudio,LigaGamesStudio,0.99,2016
"Idea Factory,Compile Heart,Sting",Idea Factory International,0.99,2016
"Idea Factory,Compile Heart,Sting",Idea Factory International,1.99,2016
"Idea Factory,Compile Heart,Sting",Idea Factory International,0.99,2016
Kokua Games,Kokua Games,Free,2016
"Idea Factory,Compile Heart,Sting",Idea Factory International,0.99,2016
"Idea Factory,Compile Heart,Sting",Idea Factory International,0.99,2016
"Idea Factory,Compile Heart,Sting",Idea Factory International,0.99,2016
"Idea Factory,Compile Heart,Sting",Idea Factory International,0.99,2016
Abstract Tree Studio,Abstract Tree Studio,3.99,2016
BplusGames,OtakuMaker.com,9.99,2016
Desert Owl Games LLC,Desert Owl Games LLC,Free,2016
"Desert Owl Games, LLC","Desert Owl Games, LLC",4.99,2016
"Desert Owl Games, LLC","Desert Owl Games, LLC",4.99,2016
Dancing Developers,Dancing Developers,0.99,2016
Daniel Kim,Daniel Kim,4.99,2016
Choice of Games,Choice of Games,5.99,2015
Trazzy Entertainment,Trazzy Entertainment,0.99,2016
Glacicle,Blind Mind Studios,9.99,2016
Red Phoenix Studios,Red Phoenix Studios,4.99,2016
Jason Free,Jason Free,4.99,2016
Dogenzaka Lab,Dogenzaka Lab,15.99,2016
Crafty Studios,astragon Entertainment GmbH,19.99,2016
Yustas Game Studio,Alawar Entertainment,9.99,2015
"Adventure Mob,Corbomite Games","Adventure Mob, Corbomite Games",9.99,2016
Noble Empire Corp.,Noble Empire Corp.,9.99,2016
Machine 22,Creaky Corpse Ltd,14.99,2016
Ninja Kiwi,Ninja Kiwi,Free,2016
Hydrant Games,Hydrant Games,8.99,2016
Phung Games,Phung Games,4.99,2016
ZeroBit Games,Ocean Media LLC,14.99,2016
Red Nettle Studio,,Free,2016
BeautiFun Games,BeautiFun Games,9.99,2016
89AM Studio,89AM Studio,4.99,2016
Minion Productions Inc.,Minion Productions Inc.,1.99,2016
Gatling Goat Studios,Gatling Goat Studios,4.99,2016
phime studio LLC,phime studio LLC,1.99,2016
Big Ant Studios,Big Ant Studios,14.99,2016
William Smith,PixelTail Games,4.99,2016
Organic 2 Digital Studio,Artifex Mundi,9.99,2016
Lagun Victor,Lagun Victor,0.99,2016
Klei Entertainment,Klei Entertainment,14.99,2016
Lisa Voronova,Lisa Voronova,1.99,2016
Tindalos Interactive,Focus Home Interactive,39.99,2016
Tonguç Bodur,Tonguç Bodur,1.99,2016
Peace,Peace,2.99,2016
Minddesk Software GmbH,,9.99,2016
Minddesk Software GmbH,,99.99,2016
Minddesk Software GmbH,,24.99,2016
Minddesk Software GmbH,,24.99,2016
Black Forest Games,"Black Forest Games, THQ Nordic",19.99,2016
Crowbox,Crowbox,7.99,2016
Forever Entertainment S. A.,Forever Entertainment S. A.,5.99,2016
Relative Games,Relative Games,7.99,2016
"Byte4Games,StarCruiser Studio",Badland Games,4.99,2016
"Antanas Marcelionis,Renė Petrulienė",Antanas Marcelionis,1.99,2016
SIGONO INC.,SIGONO INC.,8.99,2016
"FK Digital,Flyhigh Works","Flyhigh Works, CIRCLE Entertainment",4.99,2016
Team Signal,,6.99,2016
Team Gotham,505 Games,Free,2016
"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",Yukitama Creative Industries,4.99,2016
Bohfam,,5.99,2016
Bohfam,Bohfam,7.99,2015
toxtronyx interactive GmbH,Aerosoft GmbH,9.99,2016
Bandit-1,Surprise Attack,4.99,2016
ASTRO PORT,Nyu Media,5.99,2016
Webcore Games,bitComposer Interactive GmbH,3.99,2016
Eforb,Eforb,Free,2016
increpare games,increpare games,29.99,2016
Tomorrow Arts,GP Games,Free,2016
Christian Reuter,Christian Reuter,1.99,2016
Silicon Jelly,,Free,2016
Big Boat Interactive,Rebellion,19.99,2016
stage-nana,Sekai Project,9.99,2016
Jonathan BRASSAUD,,2.99,2016
Jonathan BRASSAUD,Jonathan BRASSAUD,2.99,2016
Critical Games,Critical Games,2.99,2016
"Spike Chunsoft Co., Ltd.,Abstraction Games","Spike Chunsoft Co., Ltd.",19.99,2016
SimDesign,Dovetail Games,24.99,2016
SimDesign,Dovetail Games,24.99,2016
Trazzy Entertainment,Trazzy Entertainment,2.99,2016
SCS Software,SCS Software,0.99,2016
SCS Software,SCS Software,0.99,2016
Hex Entertainment,Hex Entertainment,87.94,2016
"Syrin Studios,Small Impact Games",Green Man Gaming Publishing,19.99,2016
Aeonic Entertainment,Aeonic Entertainment,5.99,2016
Firehawk Studios,Firehawk Studios,0.99,2016
Destructive Creations,Destructive Creations,5.99,2016
Stoic,Versus Evil,19.99,2016
Ubisoft Montreal,,2.99,2016
Techland,,2.99,2016
Techland,,2.99,2016
Techland,Techland,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Fat Panda Games,Games Starter,7.99,2016
Ubisoft - San Francisco,,2.99,2016
Mediatonic,Devolver Digital,6.99,2016
BME Digital Studios,BME Digital Studios,12.99,2016
Sergey Bobrov,Sergey Bobrov,3.99,2016
Demon Sword Games,378 Publishing LTD,7.99,2016
DiPi Games,DiPi Games,4.99,2016
"Trapdoor Games,Hot Cross Games",Trapdoor Games,4.99,2016
Trion Worlds,Trion Worlds,19.99,2016
Snowrunner Games,Snowrunner Games,4.99,2016
Square Enix,Square Enix,20.99,2016
XPAGAME,XPAGAME,0.99,2016
Rail Magic,Dovetail Games - Trains,19.99,2016
electrolyte,electrolyte,6.99,2016
Sushee,Square Enix,14.99,2016
Rotten Mage,Rotten Mage,Free,2016
Rogue Factor,Focus Home Interactive,1.99,2016
Immersed Games,Immersed Games,6.99,2016
The Chinese Room,"PlayStation Mobile, Inc.",19.99,2016
Xorcerox,Xorcerox,12.99,2016
Kiro'o Games,Playdius,4.99,2016
Kiro'o Games,"Playdius, Plug In Digital",14.99,2016
Rogue Factor,Focus Home Interactive,1.99,2016
Sourena Game Studio,bitComposer Interactive GmbH,1.99,2016
Ubisoft - San Francisco,,2.99,2016
Eyemobi Ltd.,Eyemobi Ltd.,14.99,2016
Ubisoft - San Francisco,,11.99,2016
Leveled Games,Leveled Games,4.99,2016
Lee Sang,Sometimes You,2.99,2016
Michal Pawlowski,Hamster On Coke Games,0.99,2016
Dogenzaka Lab,Dogenzaka Lab,17.99,2016
Heart Machine,Heart Machine,4.99,2016
CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,9.99,2016
Dharker Studio,Dharker Studio,9.99,2016
Moonradish Inc.,Moonradish Inc.,11.99,2016
Dirk Jacobi,Aerosoft GmbH,19.99,2016
Dharker Studio,Dharker Studio,4.99,2016
Dinofarm Games,Dinofarm Games,1.99,2016
JE Software,JE Software,8.99,2016
BlueLine Games,BlueLine Games,4.99,2016
Ignishot,Ignishot,49.99,2016
Lab Zero Games,"Marvelous, Autumn Games",14.99,2016
"FromSoftware, Inc.","FromSoftware, Inc., BANDAI NAMCO Entertainment",59.99,2016
The Secret Games Company,The Secret Games Company,5.99,2016
Rainssong,Rainssong,0.99,2016
Fluffy Kitten Studios,Fluffy Kitten Studios,19.99,2016
Bethesda Game Studios,Bethesda Softworks,4.99,2016
WJLE  GAME,WJLE GAME,7.99,2016
Spearhead Games,Spearhead Games,14.99,2016
Ubisoft Montreal,,2.99,2016
Massive Entertainment,,4.99,2016
Nussoft,AGM PLAYISM,11.99,2016
IllusoryWorldEntertainment,IllusoryWorldEntertainment,9.99,2016
Sun Dogs,Siberian Digital,4.99,2016
Cleverweek,Cleverweek,2.99,2016
Torque Studios,Green Man Gaming Publishing,12.99,2016
VooFoo Studios Ltd,Ripstone Ltd,2.99,2016
Choice of Games,Choice of Games,0.99,2016
Choice of Games,Choice of Games,5.99,2016
Sunlight Games,KISS ltd,14.99,2016
Redshift,Redshift,6.99,2016
Snowy Productions,Black Shell Media,2.99,2016
Sanzaru Games Inc.,Disney Interactive,2.99,2016
"Tenwall Creatives, Inc.","Tenwall Creatives, Inc.",7.99,2016
"Tenwall Creatives, Inc.","Tenwall Creatives, Inc.",7.99,2016
PixelTail Games,PixelTail Games,14.99,2016
Holgersson Entertainment,Holgersson Entertainment,4.99,2016
Moon Pub Games,Moon Pub Games,6.99,2016
The Artistocrats,Slitherine Ltd.,9.99,2016
Fat Panda Games,Games Starter,4.99,2016
Snapjaw Games GmbH,Snapjaw Games GmbH,9.99,2016
Milestone S.r.l.,Milestone S.r.l.,1.99,2016
Milestone S.r.l.,Milestone S.r.l.,39.99,2016
Milestone S.r.l.,Milestone S.r.l.,7.99,2016
Milestone S.r.l.,Milestone S.r.l.,1.99,2016
Brave Giant LTD,Artifex Mundi,9.99,2016
"Zillion Whales,Creat Studios",Zillion Whales,9.99,2016
Dowino,Plug In Digital,6.99,2016
AMPLITUDE Studios,SEGA,12.99,2016
"Alexey Davydov,Sergey Dvoynikov,Timofey Shargorodskiy",Flazm,2.49,2016
Transhuman Design,Transhuman Design,7.99,2016
BrainGoodGames,BrainGoodGames,9.99,2016
Last Lotus,Last Lotus,3.99,2016
Last Lotus,Last Lotus,2.99,2016
Batu Games LLC,Batu Games LLC,9.99,2016
Noble Master LLC,Noble Master LLC,Free,2016
Tyrone Hunt,Sickware Studios,4.99,2016
Ross Edgar,Ross Edgar,0.99,2016
stillalive studios,astragon Entertainment GmbH,1.99,2016
Dogenzaka Lab,Dogenzaka Lab,15.99,2016
4th cluster,Dogenzaka Lab,11.99,2016
G2CREW,G2CREW,9.99,2016
irritatingFLY studio,irritatingFLY studio,4.99,2016
Blake Fix,Blake Fix,3.99,2016
Roman Kozhukhov,Roman Kozhukhov,2.99,2016
Pieces Interactive,"Pieces Interactive, THQ Nordic",9.99,2016
Astronomic Games,New Reality Games,3.99,2016
vikingfabian.com,,0.99,2016
Beamdog,,9.99,2016
Beamdog,,9.99,2016
Aerosoft GmbH,Dovetail Games - Flight,24.99,2016
Lionheart Creations,Dovetail Games - Flight,12.99,2016
Dodge Roll,Devolver Digital,6.99,2016
Dodge Roll,Devolver Digital,,2016
Dodge Roll,Devolver Digital,,2016
xXarabongXx,New Reality Games,0.99,2016
Lost Decade Games,Lost Decade Games,9.99,2016
inkle Ltd,inkle Ltd,9.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Dodge Roll,Devolver Digital,14.99,2016
rokaplay,rokaplay,6.99,2016
Russpuppy,Russpuppy,3.99,2016
Ubisoft - San Francisco,,7.99,2016
"Metaware Limited, LLC","Metaware Limited, LLC",19.99,2016
Legend Studio,,9.99,2016
"Separate Game Development,Artek Electronic",Dagestan Technology,0.99,2016
Insane Dreamers,Insane Dreamers,0.99,2016
Kylotonn Racing Games,"Bigben Interactive, Plug In Digital",4.99,2016
"iNK Stories,N-Fusion Interactive",iNK Stories,5.99,2016
Wormwood Studios,Digital Tribe,13.99,2016
Ant Workshop Ltd,Ant Workshop Ltd,9.99,2016
Ant Workshop Ltd,,4.99,2016
HuniePot,HuniePot,6.99,2016
Bearded Eye,Nightdive Studios,1.99,2016
pointfiveteam,pointfiveteam,1.99,2016
"SmiteWorks USA, LLC",,19.99,2016
"Berserk Games,Gamelyn Games",,6.99,2016
Berserk Games,,4.99,2016
Vertigo Games,SOEDESCO Publishing,6.99,2016
Blackrose Industries,Blackrose Industries,0.99,2015
Alexandr Kataev,Jack Twin,2.99,2016
"Bit Planet Games, LLC","Bit Planet Games, LLC",8.99,2016
Leo B,Back To Basics Gaming,0.99,2016
Katapult,Katapult,14.99,2016
ANPA.US,ANPA.US,1.99,2016
Game Swing,Curve Digital,9.99,2016
Daydream Software,,3.99,2016
Soul Catapult,New Reality Games,4.99,2016
Warfare Studios,Aldorlea Games,1.99,2016
Brainchild,"Brainchild, Owl Cave",6.99,2016
FLAT12,Absolutist Ltd.,0.99,2016
FLAT12,Absolutist Ltd.,3.99,2016
Stubborn Horse Studios,Stubborn Horse Studios,8.99,2016
3100 games,3100 games,3.99,2016
VIS - Visual Imagination Software,United Independent Entertainment GmbH,7.99,2016
CreSpirit,Sekai Project,5.99,2016
Noetic Games,Noetic Games,1.99,2016
Nauris Amatnieks,Nauris Amatnieks,1.99,2016
Nodbrim Interactive,,4.99,2016
Arctic Hazard Game Studio a/s,Arctic Hazard Game Studio a/s,11.99,2016
chickeninthecornstudio,chickeninthecornstudio,11.99,2016
Beamdog,Beamdog,19.99,2016
VLLADGET,VLLADGET,6.99,2016
propeller,MangaGamer,34.99,2016
Alister Software,Back To Basics Gaming,0.99,2016
For All To Play,For All To Play,Free,2016
[OneManBand],[OneManBand],1.99,2016
Clever-Plays,Clever-Plays,15.99,2016
Ninja Robot Dinosaur,Ninja Robot Dinosaur,14.99,2016
dsquare,dsquare,11.99,2016
Fishing Cactus,"Fishing Cactus, Plug In Digital",14.99,2016
Renegade Sector Games,Renegade Sector Games,9.99,2015
Nvizzio Creations,"RCTO Productions, Atari",4.99,2016
Pomera Studios,Fruitbat Factory,14.99,2016
Senshi.Labs,Senshi.Labs,Free,2014
White Rabbit Games,White Rabbit Games,2.99,2016
Last Life Games,Last Life Games,12.99,2016
"DQ Team,Insomniacs",DQ Team,9.99,2016
BetaDwarf,BetaDwarf,19.99,2016
Dingo Games,Dingo Games,5.99,2016
Cool Mini or Not,Cool Mini or Not,9.99,2016
Cool Mini or Not,,1.99,2016
BetaDwarf,,6.99,2016
Cool Mini or Not,,0.99,2016
Cool Mini or Not,,0.99,2016
Cool Mini or Not,,0.99,2016
Theory Georgiou,Theory Georgiou,Free,2016
"Team NINJA,KOEI TECMO GAMES CO., LTD.",,7.99,2016
CharlieH,"CharlieH, Atriagames",0.99,2016
Nude Maker,AGM PLAYISM,24.99,2016
Nude Maker,AGM PLAYISM,12.99,2016
Nude Maker,,19.99,2016
The Game Kitchen,Phoenix Online Publishing,,2016
The Game Kitchen,Phoenix Online Publishing,9.99,2016
MLB.com,MLB.com,19.99,2016
Nude Maker,,12.99,2016
FreakZone Games,Rooster Teeth Games,9.99,2016
Camaquem,Camaquem,1.99,2016
Kyle Ballentine,Self-Publish,1.99,2016
LucasArts,"LucasArts, Lucasfilm, Disney Interactive",9.99,1993
"Factor 5,LucasArts","LucasArts, Lucasfilm, Disney Interactive",9.99,1998
Lucas Parise,Lucas Parise,4.99,2016
Kiemura Ltd,Kiemura Ltd,2.99,2016
SIEIDI Ltd,SIEIDI Ltd,4.99,2016
Crystal Dynamics,Square Enix,9.99,2016
Sam Beddoes,Rooster Teeth Games,4.99,2016
Modesty,Modesty,8.99,2016
"Fabio Ferrara,Giulia Airoldi",Chubby Pixel,0.99,2015
"Fabio Ferrara,Giulia Airoldi",,0.99,2016
Philip Bak,,4.99,2016
Boomzap Entertainment,Big Fish Games,9.99,2016
Michaela Laws,Michaela Laws,0.99,2016
Matthew Coyle,Matthew Coyle,0.99,2016
Charlie Evans,Charlie Evans,6.99,2016
eduweb,eduweb,2.99,2016
Road Turtle Games,Axis Games,2.99,2016
"Joindots,SilentFuture",United Independent Entertainment GmbH,19.99,2016
The Light Sword Team,The Light Sword Team,1.99,2016
OpenXcell Studio,OpenXcell Studio,4.99,2016
Vexed Enigma,Degica,6.99,2016
Vostok Games,Vostok Games,1.99,2016
Vostok Games,Vostok Games,29.99,2016
Murray Atkinson,Degica,9.99,2016
PVGames,Degica,9.99,2016
Katakura Hibiki,Degica,12.99,2016
PVGames,Degica,9.99,2016
Vexed Enigma,Degica,6.99,2016
Vexed Enigma,Degica,14.99,2016
Trite Games,Trite Games,1.99,2016
Not Magic,Not Magic,3.99,2016
Seraphim Creations,Seraphim Creations,0.99,2016
CivilSavages,CivilSavages,Free,2016
Zeno Rogue,Zeno Rogue,5.99,2016
"SmiteWorks USA, LLC",,16.99,2016
Tribeflame,Benji Bananas,7.99,2016
"Jackbox Games, Inc.","Jackbox Games, Inc.",9.99,2016
BitCake Studio,Versus Evil,Free,2016
Icy Studios,Icy Studios,2.99,2016
Immortal Game Studio,Immortal Game Studio,2.99,2016
SmoleVN,SmoleVN,Free,2016
Andrew Gilmour,Digerati Distribution,12.99,2016
Andrew Gilmour,Digerati Distribution,7.99,2016
"Dumativa Creative Studio,Castro Brothers","Dumativa Creative Studio, Castro Brothers",15.99,2016
N3V Games,N3V Games,19.99,2016
Heartomics,Heartomics,1.99,2016
Vertical Skull Games,Vertical Skull Games,0.99,2016
MoaCube,MoaCube,19.99,2016
eduweb,eduweb,9.99,2015
"SmiteWorks USA, LLC",,9.99,2016
Fifth Dimension Company,Fifth Dimension Company,1.99,2016
MoaCube,MoaCube,10.99,2016
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",59.99,2016
Kurechii,Kurechii,9.99,2016
Kurechii,Kurechii,4.99,2016
Jonas Kyratzes,Jonas Kyratzes,9.99,2016
Gaming Corps AB,Gaming Corps AB,14.99,2016
Gaming Corps AB,"Microids Indie, Microids",14.99,2016
Frontier Developments,Frontier Developments,9.99,2016
FIVE-BN GAMES,FIVE-BN GAMES,6.99,2016
Frontier Developments,Frontier Developments,9.99,2016
WOLCEN Studio,WOLCEN Studio,19.99,2016
GameUS Inc,,9.99,2016
Ubisoft,,6.99,2016
Ben Aprigliano,Evilized productions,4.99,2015
ACQUIRE Corp.,Ghostlight LTD,1.99,2016
ACQUIRE Corp.,Ghostlight LTD,1.99,2016
ACQUIRE Corp.,Ghostlight LTD,1.99,2016
VIS - Visual Imagination Software,United Independent Entertainment GmbH,14.99,2016
"Tripwire Interactive,Kernow Interactive","Tripwire Interactive, LLC",Free,2016
Sometimes You,Sometimes You,0.99,2016
SilentFuture,SilentFuture,9.99,2016
Sometimes You,,0.99,2016
Sometimes You,Sometimes You,0.99,2016
cupholder,cupholder,2.99,2016
Bethesda Game Studios,Bethesda Softworks,49.99,2016
Bethesda Game Studios,Bethesda Softworks,9.99,2016
Double Fine Productions,Double Fine Productions,14.99,2016
Nekomura Games,Nekomura Games,4.99,2014
SoftWarWare,Slitherine Ltd.,39.99,2016
Out of the Park Developments,Out of the Park Developments,19.99,2016
Artem Bondin,Artem Bondin,0.99,2016
Ubisoft Montreal,,2.99,2016
Enlight Software Limited,"Enlight Software Limited, Retroism",5.99,1995
Enlight Software Limited,"Enlight Software Limited, Retroism",5.99,1998
ACQUIRE Corp.,Ghostlight LTD,19.99,2016
Ubisoft - San Francisco,,2.99,2016
BernhardM,BernhardM,4.99,2016
Ubisoft - San Francisco,,2.99,2016
Valkyria Studios,Aldorlea Games,3.99,2016
Labory,Labory,0.99,2016
Dewdrop Games,Dewdrop Games,1.99,2016
YGGDRASIL STUDIO,YGGDRASIL STUDIO,4.99,2015
Mirinae,Blaze Gamers,Free,2016
"KintoGames,Dolores Entertainment","KintoGames, Dolores Entertainment",3.99,2016
Games For Tutti,Games For Tutti,7.99,2016
Heathen Engineering,Heathen Engineering,39.99,2016
DreamsSoftGames,DreamsSoftGames,3.99,2016
Aeon Dream Studios,,1.99,2016
tjern,tjern,4.99,2016
We Are Bots,We Are Bots,,2016
"Mithis Games,THQ Nordic",THQ Nordic,2.99,2016
"Games For Tutti,Javier Díaz Ríos",,3.99,2016
Osaris Games,Osaris Games,15.99,2016
Gunnar Games,GameMill Entertainment,4.99,2012
Idea Factory,Idea Factory International,0.99,2016
"Idea Factory,Compile Heart,Tamsoft",Idea Factory International,29.99,2016
"Idea Factory,Compile Heart,Tamsoft",Idea Factory International,0.99,2016
"Blue Tea Games,Eipix Entertainment",Big Fish Games,9.99,2016
The Innocent Devils,,9.99,2016
Black Cloud Studios,Black Cloud Studios,9.99,2016
Milestone S.r.l.,Milestone S.r.l.,24.99,2016
Milestone S.r.l.,Milestone S.r.l.,9.99,2016
Springloaded,Springloaded,4.99,2016
Satsu,AGM PLAYISM,1.99,2016
Springloaded,Springloaded,7.99,2016
HGames-ArtWorks,OtakuMaker.com,3.99,2016
The Light Sword Team,The Light Sword Team,0.99,2016
Black Death Apps Limited,Green Man Gaming Publishing,3.99,2016
"Fabio Ferrara,Fabio Mosca,Giulia Airoldi",,0.99,2016
Night Node Software,Night Node Software,6.99,2016
Pirate-Rob,Pirate-Rob,4.99,2016
DanielDavisGames,DanielDavisGames,5.99,2016
Greeny Games Studio,Greeny Games Studio,4.99,2016
TEN TIULENYA team,TEN TIULENYA team,3.99,2016
Pixelated Cupcake,Pixelated Cupcake,2.99,2016
"Matteo Cillario,Riccardo Runci,Niccolo' Passeri,Giulia Sorrentino",Black Mist Studios,11.99,2016
Daisy Maze Games,,0.99,2016
Daisy Maze Games,Daisy Maze Games,2.99,2016
29Palms Scenery Design,Dovetail Games - Flight,12.99,2016
Cielosim,Dovetail Games - Flight,16.99,2016
"KROBON station,Den-fami Nico Game Magazine",Degica,9.99,2016
Fastline Simulation,Dovetail Games,4.99,2016
Michael Hall,Michael Hall,0.99,2016
"Firaxis,Feral Interactive (Mac and Linux)",,4.99,2016
Electric Games,Slitherine Ltd.,29.99,2016
NukGames,NukGames,Free,2016
Mango Protocol,Mango Protocol,0.99,2016
Mode 7,Mode 7,3.99,2016
Convex,Convex,8.99,2016
Sir Bedlam Productions,Sir Bedlam Productions,Free,2016
ANPA.US,ANPA.US,0.99,2016
Shoor Games,Shoor Games,0.99,2016
